C1,C2,O,H1,H2,H3,H4,H5,H6
[-0.68296341 -0.72147235  1.4164989 ],[-1.94102254  0.17471671 -0.86925153],[-0.56063821  0.2675491  -0.25034164],[-0.96948771  0.61463492 -0.99136541],[ 1.04230653 -0.80194037 -0.75970543],[0.53600918 1.12613133 0.65397266],[-0.23680728 -0.19985723 -0.28764114],[ 1.97977425 -0.76766467  1.48699035],[ 0.86220189  0.25481323 -0.38951414]
[-1.25209413 -1.7137287   0.43382475],[-0.08872483 -0.56432976  1.07305408],[ 0.40974413  0.32893459 -0.42045696],[-1.12441055  0.96102689 -1.45063196],[ 1.74094964 -1.04452118 -0.27225421],[0.35183471 1.73994209 1.43899049],[0.17110461 0.16875357 0.06871881],[-0.25077084  0.37379011 -0.68669868],[ 0.08737393 -0.24572683 -0.14077802]
[-0.60345209 -1.86132482  1.81691173],[-2.04787694  1.69625354 -1.06680522],[ 0.88657882  0.96072842 -0.6068818 ],[-1.26564773  1.23487588 -0.95719884],[ 0.81135403 -0.90541252 -1.23854712],[0.94465458 0.76489892 1.18658438],[ 0.17771902 -0.23667644 -0.37423855],[ 1.24417199 -0.88091429  0.85237865],[-0.09596454 -0.79456733  0.37381278]
[ 0.05817159 -1.90824353 -0.05730795],[-1.93429107  3.58235583  1.37425893],[ 0.37486768 -1.15837713 -0.27653954],[-1.59848428  1.04110747 -1.24824459],[ 1.34328792 -0.89186071 -0.79477035],[0.54393643 1.57372678 1.80626292],[-0.87953629 -1.36360355 -1.56804322],[ 1.66197711 -1.19780494  1.41836572],[ 0.39701427  0.34636755 -0.64251471]
[-1.13206354 -0.57958645  0.4605434 ],[-2.54462431  0.53996454  0.81199747],[ 1.27281073 -0.92902132 -0.75853929],[-0.78389816  0.88701492 -1.11874162],[ 1.2498276  -0.87834443 -0.59416744],[0.45949439 1.27468666 0.78600479],[ 0.03225365 -0.44926748 -0.52315922],[ 1.13116867 -0.70227274  1.20902894],[ 0.31850107  0.83100431 -0.23013894]
[-1.04598081 -0.74595376  1.27008011],[-0.20834421  1.53923911  1.53234051],[-0.4774049   0.2657643  -0.49096522],[-0.82176319  0.63838863 -0.90943175],[ 1.17628592 -1.02717856 -1.15962787],[0.66250442 1.09494313 1.07473528],[-0.70897288 -1.27748662 -1.04646694],[ 0.96484982 -0.39497331  0.02996758],[ 0.46776173 -0.01858682 -0.29453947]
[-1.83560691 -0.89918953 -1.01104081],[-0.70106411 -1.50104403  0.61016645],[ 0.56813858  1.06816606 -0.39280222],[ 0.47627269 -0.04818512  0.67299669],[ 0.52630992 -0.48982474 -0.24666385],[0.57158309 1.48461926 0.99777044],[0.12123842 0.59373299 0.26694665],[ 0.14665771  0.43468233 -0.6218199 ],[ 0.19965138 -0.61900464 -0.24988995]
[0.75423662 0.85957307 0.75920713],[-1.17478481 -0.51388706  1.00559787],[ 0.38034411  0.22880487 -0.00647372],[-0.58412255  0.0823557  -0.21407329],[ 0.23667032 -0.39679938 -0.00323328],[-0.17511386 -0.37620469 -0.32267956],[ 0.34063407 -0.16843353  0.01371754],[-0.32972303  0.37894225 -0.72684309],[ 0.56848293 -0.1300253  -0.47591366]
[-1.61344767  0.25226017  0.69708673],[-2.41935282  1.94926035  0.66413187],[ 0.44685049 -0.92827586  0.35905599],[-0.63345504  0.4860126  -0.54468506],[ 1.60451019 -1.33422249 -1.6632454 ],[1.01606052 1.13803323 1.21977727],[-0.59750949 -0.92202449 -0.96943886],[ 1.45862801 -1.1419919   1.48788308],[ 0.72223249  0.51153364 -1.23902463]
[-0.06457224 -1.27154626  0.91684018],[-1.47849881  2.39867978 -0.86356395],[ 0.42936751  0.1778652  -0.04075253],[-1.21882504  0.89689453 -0.57658353],[ 0.95135957 -1.1977025  -0.82536216],[0.40596206 1.07222356 1.03964428],[-0.3306721  -0.78605857 -0.60415142],[ 1.09465265 -0.7397109   1.05521676],[ 0.18601097 -0.5619982  -0.04926093]
[ 0.76751466 -1.47346052  1.58451934],[-1.38884051  1.47867996 -0.43938661],[-0.70418443 -0.0689465   0.71537012],[-1.69604925  0.78993306 -1.71734575],[ 1.03414744 -0.75457111 -0.40086198],[0.3890861  1.31774596 1.01640947],[-0.23134232 -1.21468689 -0.70412301],[ 0.77268167 -0.24526894  0.77706223],[ 1.08545109  0.10986822 -0.82595271]
[-1.26399828 -1.34271977  1.4810656 ],[-1.01737824  0.90367023  0.91722633],[ 0.02927401 -0.12858995 -0.51743547],[-0.99189823  0.6468873  -1.23967983],[ 1.35390168 -0.82086787 -0.49470513],[0.56071437 1.36683011 0.93223563],[-0.37415436 -0.6183042  -0.44986605],[ 0.43866227 -0.11569405 -0.10927376],[ 1.25557452  0.13369242 -0.55254295]
[-0.83334845 -0.97563232  1.15251861],[-1.97667645  0.6675641  -0.75075534],[-0.88876175  0.08870269 -0.10525111],[-1.03874271  0.62275355 -1.04872408],[ 1.09476686 -0.83361334 -0.79623996],[0.75572579 1.44183491 0.94234778],[-0.34455294 -0.67812344 -0.57515343],[ 2.18860275 -0.89113657  1.6800746 ],[ 1.06168626  0.50762759 -0.47660718]
[-1.13828317 -1.41549933  1.7794376 ],[-1.91123561  2.0637374  -0.97264775],[ 0.50962432  0.60264904 -0.04994373],[-1.09383477  0.98527875 -0.75829386],[ 1.06369719 -1.13073682 -1.50412513],[1.05304453 0.8260818  1.30498903],[-0.06338187 -0.49479659 -0.73221533],[ 1.42207049 -1.12440722  1.04638001],[ 0.21857287 -0.32019819 -0.135002  ]
[-1.51821018 -0.06952282  0.76921813],[-2.48524405  0.94347318  1.10275415],[ 1.10648316 -1.14476375 -0.68223198],[-0.84605952  0.87160331 -1.20542741],[ 1.74353297 -1.22441939 -0.89121762],[0.47698445 1.24548624 0.80439819],[-0.14597788 -0.96286902 -0.89105582],[ 1.24986271 -0.7722936   1.33773859],[ 0.42646926  1.09273371 -0.31717944]
[-1.32204902 -1.5085517   0.63172366],[-0.14996542 -0.11792308  1.21075427],[-0.0799338   0.17257835 -0.35652818],[-1.15843088  0.97045352 -1.57195739],[ 1.9197695  -1.1118438  -0.34555838],[0.32365187 1.62408504 1.3652375 ],[-0.03025759 -0.12948528 -0.31015565],[ 0.02622469  0.12041572 -0.44759813],[ 0.50932615  0.01621076 -0.14467306]
[-1.28618445 -0.53798646  1.36003687],[-0.5068417   1.61278559  1.09694369],[-0.84317511  0.09656898 -0.20731152],[-0.86140355  0.65877508 -0.88931614],[ 1.45689316 -1.21881803 -1.34312218],[0.70247298 1.11981672 1.1013639 ],[-0.70193353 -1.29414617 -1.10119942],[ 1.29319409 -0.63265115  0.54251789],[ 0.76480515  0.27246551 -0.54872151]
[ 0.12242253 -1.97673451 -0.53085388],[-1.96007937  3.4174997   1.36586643],[ 0.20239671 -1.31909592 -0.02444438],[-1.46103144  0.94247534 -1.12993354],[ 1.07149113 -0.78168189 -0.62819745],[0.63727172 1.69064746 1.94278778],[-0.87385807 -1.32175236 -1.559679  ],[ 1.71502142 -1.2126699   1.45862605],[ 0.51852668  0.56802746 -0.86856719]
[-1.82872086 -1.01825733 -0.5355085 ],[-0.69294454 -1.05871971  0.59795112],[-0.0087458   0.76395354 -0.2447904 ],[0.1316433  0.17399925 0.21267779],[ 0.80934506 -0.66594637 -0.38729847],[0.62740214 1.55201735 1.12106432],[0.00653293 0.29743638 0.02137568],[ 0.36230299  0.20877194 -0.39865215],[ 0.68504553 -0.22676847 -0.33013285]
[-0.44538909 -1.29715181  1.11257396],[-1.52200135  2.55413173 -0.69733052],[-0.00537108  0.00897771  0.15527781],[-1.33179944  0.94534189 -0.69173323],[ 1.28954715 -1.33261735 -1.13902932],[0.56704623 1.17580405 1.23287046],[-0.42289463 -0.97650097 -0.85166284],[ 1.21625106 -0.80667728  1.15627721],[ 0.62444644 -0.28672408 -0.24863579]
[0.34444996 0.37735644 0.88078435],[-1.13328248 -0.10499407  0.88970638],[ 0.08835297 -0.01373873  0.37071276],[-0.79167226  0.29895429 -0.50121362],[ 0.58708707 -0.60656454 -0.25751978],[0.07406243 0.07517294 0.10466176],[ 0.17994277 -0.43921149 -0.25976916],[-0.09966614  0.21460446 -0.41881487],[ 0.7703717   0.17262132 -0.78426729]
[-1.93864143  0.83048594  0.47342042],[-2.16995119  1.74279041  1.16410821],[ 0.3633766  -0.86172328  0.45774628],[-0.32664932  0.18876774 -0.24096661],[ 1.77293517 -1.48173369 -1.83570414],[1.01891067 1.13961377 1.20102142],[-0.69788218 -1.13119001 -1.15111124],[ 1.24765722 -0.97379892  1.24705681],[ 0.76498787  0.54816883 -1.31953298]
[ 1.17485207 -1.39108221  1.54920966],[-1.53060043  1.75274003 -0.53686914],[-0.89925027 -0.06681905  0.85435337],[-1.65339178  0.76362072 -1.73880767],[ 0.71249663 -0.59814164 -0.30337589],[0.30560794 1.11285482 0.89263986],[-0.28280709 -1.43181433 -0.92061784],[ 1.03040932 -0.37317304  1.12592179],[ 1.17055884  0.18405023 -0.92191438]
[-0.92325283 -1.13698326  0.81597718],[-1.84579925  1.08098047 -0.43672923],[-1.14113619 -0.03365486  0.00546369],[-1.01927221  0.58294805 -1.01953089],[ 1.05770012 -0.79594839 -0.76847715],[0.91550133 1.65933932 1.13203558],[-0.44575911 -1.14658062 -0.86273118],[ 2.22091688 -0.93135864  1.68246413],[ 1.19659986  0.69100258 -0.53272159]
[-1.06948812 -1.29313153  1.70792096],[-1.07649214  1.36320885  0.7674198 ],[-0.26537968 -0.32693435 -0.40817938],[-1.11636773  0.71802895 -1.42740114],[ 1.31037338 -0.81790641 -0.47727081],[0.49673774 1.22978066 0.85423356],[-0.49194458 -0.88852616 -0.70745868],[ 0.73282861 -0.32029301  0.2821345 ],[ 1.47017029  0.36048781 -0.61981367]
[-1.82819804  0.48564649  0.96483749],[-2.33102779  1.26946903  1.48137066],[ 0.97450721 -1.28530271 -0.64060816],[-0.81897825  0.8070346  -1.18729576],[ 2.10831859 -1.46827792 -1.11365127],[0.43726628 1.1171563  0.74938445],[-0.31031325 -1.45019483 -1.23070068],[ 1.26595728 -0.77558483  1.33989035],[ 0.50213811  1.27208798 -0.37612137]
[-1.52522176 -0.8937696   1.67733325],[-1.67041818  2.29931771 -0.77510633],[0.17135426 0.29208633 0.4595405 ],[-0.86347354  0.64677359 -0.5148893 ],[ 1.18915692 -1.25497752 -1.65228501],[1.06134706 0.82370213 1.30747776],[-0.31346876 -0.74486069 -1.08369119],[ 1.51224816 -1.24512859  1.12964156],[ 0.48975098  0.1043949  -0.59219628]
[ 0.24432883 -1.81201135 -0.9862067 ],[-1.91438158  2.98877171  1.36691335],[ 0.06526263 -1.41336554  0.16343061],[-1.21858274  0.76262155 -0.90114309],[ 0.73012329 -0.62517735 -0.41576361],[0.64138356 1.63457383 1.90975167],[-0.79054574 -1.15485649 -1.41802332],[ 1.61614873 -1.10955353  1.33951109],[ 0.60991265  0.72876369 -1.03278687]
[-1.26063663 -1.16366892  0.72912712],[-0.22910955  0.38756991  1.32500053],[-0.52077333  0.04745763 -0.29006435],[-1.10657152  0.91128322 -1.52914918],[ 1.92289847 -1.1017019  -0.35881134],[0.26810683 1.34678589 1.17168338],[-0.25245527 -0.44935082 -0.70386421],[ 0.32395286 -0.17495915 -0.16982369],[ 0.88771275  0.23337254 -0.14406404]
[-1.37537692 -0.27863619  1.35086769],[-0.82529498  1.55700235  0.58100343],[-1.14331277 -0.01653884  0.02780645],[-0.82820107  0.62155987 -0.80964369],[ 1.57828806 -1.30719111 -1.41005979],[0.67633324 1.05092314 1.03769519],[-0.65797068 -1.19675895 -1.06243528],[ 1.60583994 -0.85901223  1.01879843],[ 0.99138331  0.49438866 -0.74617059]
[-0.73558412 -1.1973072   1.20950816],[-1.50219005  2.56115286 -0.47434113],[-0.38431537 -0.11976528  0.32388236],[-1.34292012  0.90263229 -0.72170814],[ 1.50813129 -1.40732612 -1.35208035],[0.66537061 1.19496461 1.33083752],[-0.47845345 -1.09814755 -1.03106673],[ 1.24305438 -0.79327626  1.14842349],[ 1.00052231 -0.05989993 -0.41862378]
[-1.65105252 -1.09427619  0.10092157],[-0.67709168 -0.53820116  0.5752632 ],[-0.53024087  0.50344559 -0.13305709],[-0.26340552  0.43758835 -0.32904105],[ 1.04196821 -0.80230581 -0.50035393],[0.62408272 1.49385549 1.11899579],[-0.12563458 -0.02685687 -0.25877147],[ 0.59428169 -0.04902098 -0.13005265],[ 1.10036129  0.11134499 -0.38934099]
[-0.11168003 -0.15576062  0.90036257],[-1.1145089   0.35372108  0.73112278],[-0.15226004 -0.20463386  0.68110383],[-0.97520502  0.49811804 -0.76257561],[ 0.90913571 -0.80254163 -0.49589794],[0.36249796 0.5881086  0.60554273],[ 0.00647855 -0.72345816 -0.54656686],[ 0.16820295  0.01171091 -0.06567689],[ 0.91908508  0.42004315 -1.01922718]
[ 1.52598671 -1.15456789  1.3683279 ],[-1.63766701  1.89958263 -0.62995538],[-1.03593868 -0.02065305  0.93450835],[-1.48454154  0.64594631 -1.56932707],[ 0.35191504 -0.4120191  -0.18861217],[0.18386469 0.82038298 0.70266907],[-0.30351418 -1.55108778 -1.06280246],[ 1.22307303 -0.47186355  1.40472122],[ 1.19706392  0.21301208 -0.95697518]
[-1.95431235  1.33670881  0.17903325],[-1.8848262   1.37571208  1.66056435],[ 0.30718894 -0.74431009  0.4783436 ],[-0.03627534 -0.08893404  0.04511422],[ 1.73832993 -1.47931655 -1.82315065],[0.92114263 1.04268867 1.0810885 ],[-0.74935199 -1.24647327 -1.23792268],[ 0.94618093 -0.72826575  0.91549695],[ 0.7635292   0.53174957 -1.328444  ]
[-0.81688705 -1.14602407  1.82236826],[-1.1497054   1.77425713  0.57249922],[-0.47856635 -0.47094087 -0.32977765],[-1.14826022  0.72633553 -1.48188366],[ 1.15239371 -0.75158723 -0.41231966],[0.39951883 0.99539231 0.69904138],[-0.588653   -1.11620343 -0.92554814],[ 1.02239294 -0.52438959  0.67783029],[ 1.60000574  0.53509984 -0.65637244]
[-1.99392238  1.04126966  1.01598815],[-2.11049113  1.46297087  1.9010519 ],[ 0.87842413 -1.33957101 -0.62322522],[-0.7061016   0.68994233 -1.06863583],[ 2.27899517 -1.57055157 -1.2152824 ],[0.37024872 0.90303572 0.63233147],[-0.44406911 -1.85439421 -1.49257977],[ 1.18312249 -0.72609828  1.21810665],[ 0.53775707  1.36321292 -0.4061818 ]
[-0.91655931 -1.16761767  0.44033102],[-1.56232671  1.3647232   0.04281451],[-1.31335199 -0.09897804  0.07995645],[-0.91752686  0.49299117 -0.90714659],[ 0.9325031  -0.69591292 -0.67318011],[0.99071541 1.73267288 1.20830061],[-0.54094713 -1.5596178  -1.10770203],[ 2.08396359 -0.89134583  1.48373042],[ 1.26435355  0.80637364 -0.55548709]
[ 0.41522809 -1.43214569 -1.35967578],[-1.81310319  2.36408073  1.37831278],[-0.03395827 -1.43891955  0.28490555],[-0.9149692   0.52007453 -0.5854559 ],[ 0.36245047 -0.45924366 -0.18176576],[0.56470473 1.41855923 1.70538952],[-0.6503897  -0.88028898 -1.16566729],[ 1.39225957 -0.90741049  1.08729933],[ 0.66361792  0.81901284 -1.13420495]
[-1.06978991 -0.71893888  0.69986129],[-0.33624046  0.92110515  1.38359476],[-0.88285468 -0.04177157 -0.22428591],[-0.9784073   0.78703599 -1.33376159],[ 1.74256256 -1.00806713 -0.31864364],[0.1812456  0.95947882 0.90377911],[-0.47360365 -0.76135443 -1.09202797],[ 0.66689996 -0.51575452  0.15543982],[ 1.18415195  0.39124338 -0.13749219]
[-1.2940596   0.00486997  1.21537265],[-1.13930818  1.37094695  0.06550578],[-1.36810167 -0.07436781  0.20928926],[-0.73223009  0.53368185 -0.66871674],[ 1.52799545 -1.27463665 -1.3308304 ],[0.59249261 0.89823283 0.89698812],[-0.57888129 -0.99764992 -0.94117456],[ 1.84738324 -1.04668401  1.41103889],[ 1.15431601  0.65008931 -0.87976936]
[-1.69386261 -0.37072244  1.51065175],[-1.3488243   2.36202463 -0.49369187],[-0.11030687  0.04689656  0.89163396],[-0.60502892  0.25595388 -0.25335353],[ 1.17008516 -1.27586063 -1.64015809],[0.97003409 0.76732803 1.19726115],[-0.53718295 -0.97716599 -1.39359699],[ 1.48707724 -1.22728354  1.09739707],[ 0.70899572  0.44910361 -0.96134145]
[-1.30125481 -1.13696906  0.84612853],[-0.65434687  0.03148038  0.54600331],[-0.9835396   0.28908822 -0.05605225],[-0.67847084  0.73321091 -0.92540249],[ 1.1880655  -0.88580414 -0.56834091],[0.55964863 1.31106309 1.00849827],[-0.27182901 -0.38171316 -0.56730973],[ 0.83757683 -0.31612184  0.15322845],[ 1.4120826   0.38155457 -0.41846339]
[-0.88435472 -0.97056734  1.18459278],[-1.44108068  2.40006173 -0.21261318],[-0.68625427 -0.20187126  0.45662202],[-1.25404757  0.76458919 -0.67250847],[ 1.56921033 -1.40199252 -1.42705978],[0.68296408 1.10899264 1.32490547],[-0.49779791 -1.13747101 -1.11442066],[ 1.17775891 -0.70223701  1.02393823],[ 1.29603455  0.12110047 -0.55153355]
[ 1.79981887 -0.79855917  1.05995602],[-1.68748002  1.8783842  -0.69416407],[-1.11266054  0.05768522  0.95279284],[-1.20782833  0.44845765 -1.24567099],[-0.00673194 -0.22594835 -0.09917892],[0.03909023 0.49632613 0.48149663],[-0.29446362 -1.55112451 -1.10299265],[ 1.32320756 -0.52500172  1.56200706],[ 1.16531966  0.19928194 -0.92968234]
[-1.67636305  1.73421132 -0.18160573],[-1.62781852  0.87554493  2.09101758],[ 0.28292291 -0.58316333  0.42965446],[ 0.21252004 -0.33123014  0.29738656],[ 1.51935614 -1.32426813 -1.61612617],[0.74148261 0.86571506 0.87154739],[-0.73038507 -1.24857453 -1.21879223],[ 0.60451934 -0.44081821  0.53334991],[ 0.72404922  0.45911228 -1.25826976]
[-0.54160454 -0.90900036  1.79713787],[-1.22212908  2.08286604  0.34786025],[-0.6090013  -0.56027365 -0.28170561],[-1.08021364  0.66917707 -1.39245704],[ 0.89986991 -0.63645338 -0.30743375],[0.27415907 0.70463674 0.49858136],[-0.65622037 -1.2527198  -1.06745704],[ 1.25644848 -0.71215266  1.01553821],[ 1.64455254  0.64145395 -0.65529605]
[-0.5751525  -0.69709631  0.79831672],[-1.12090555  0.82864073  0.52008918],[-0.33747566 -0.34264283  0.92005779],[-1.10846781  0.65420734 -0.95896046],[ 1.16203388 -0.96403287 -0.69378259],[0.67573654 1.11303001 1.12200134],[-0.15716051 -0.98418665 -0.81763306],[ 0.46689491 -0.22392885  0.32674491],[ 1.00535902  0.60537062 -1.17564118]
[-1.96505371  1.54723732  0.90754069],[-1.86281095  1.46524936  2.29796476],[ 0.81647278 -1.30270977 -0.62338319],[-0.52654054  0.52116812 -0.87052977],[ 2.21390394 -1.51150314 -1.18145038],[0.28428963 0.63123813 0.46992991],[-0.51588667 -2.10517265 -1.62834669],[ 1.02048138 -0.63437119  0.99787457],[ 0.53653213  1.36224339 -0.41333843]
[-0.80748133 -1.04606497  0.0662293 ],[-1.17767203  1.47803498  0.61348071],[-1.40410217 -0.10766983  0.11871387],[-0.74888991  0.36308439 -0.73129183],[ 0.73391371 -0.54095483 -0.52507309],[0.96336684 1.6530615  1.16358619],[-0.59963508 -1.85989064 -1.27653913],[ 1.80276415 -0.78295195  1.12289693],[ 1.26271938  0.84602609 -0.55034094]
[-1.05524129  0.29097086  0.94981132],[-1.40848882  1.05911361 -0.3541372 ],[-1.51347402 -0.08081411  0.33527241],[-0.58701421  0.40657163 -0.48238155],[ 1.3233121  -1.13511475 -1.1192905 ],[0.45584114 0.67840573 0.69255306],[-0.46814353 -0.72557909 -0.75912903],[ 1.99281582 -1.16507729  1.66040656],[ 1.25193719  0.74031831 -0.95596835]
[-0.77308876 -0.2227409   0.54821028],[-0.47163493  1.4213421   1.37745673],[-1.15840799 -0.08914156 -0.15835322],[-0.78508328  0.60692102 -1.0205041 ],[ 1.41534633 -0.8440246  -0.23545434],[0.08509919 0.52754807 0.59903094],[-0.66311478 -1.0094237  -1.42628502],[ 0.99809866 -0.86714856  0.48554843],[ 1.39110799  0.49837865 -0.13556499]
[ 0.62040324 -0.89728929 -1.61857293],[-1.65349742  1.59812662  1.42230278],[-0.09628379 -1.3984979   0.33926103],[-0.58367703  0.24977849 -0.25070308],[ 0.00092433 -0.29166866  0.04716764],[0.41957641 1.0693914  1.34471639],[-0.47585344 -0.5295932  -0.84715604],[ 1.08631884 -0.63805159  0.74888816],[ 0.68166228  0.84175029 -1.16797262]
[-0.8154849  -1.15014492  1.60544842],[-0.62507458  0.60317145  0.51354185],[-1.34274914e+00  1.29451882e-01  1.32112443e-04],[-1.10234027  1.02782046 -1.4966943 ],[ 1.22771672 -0.9060296  -0.58044689],[0.45459148 1.03081591 0.80768257],[-0.42431418 -0.73365726 -0.87055075],[ 1.0691471  -0.58255735  0.43538265],[ 1.63080525  0.58686773 -0.42100798]
[-0.86797083 -0.63929345  1.03626344],[-1.36582375  2.08474003  0.06210567],[-0.90343363 -0.23855515  0.55037275],[-1.07788696  0.53962079 -0.54612437],[ 1.46430853 -1.31154895 -1.34852805],[0.62914187 0.93375733 1.21731749],[-0.45535137 -1.08479053 -1.11165955],[ 1.04315863 -0.54615841  0.80328566],[ 1.5059094   0.24564159 -0.64316889]
[-1.6247325   0.09299511  1.28712539],[-0.9904426   2.2339674  -0.17645872],[-0.32561987 -0.13356349  1.23317107],[-0.3522513  -0.12130123  0.00957204],[ 1.01230915 -1.18757299 -1.48048548],[0.79689886 0.66064811 0.99408434],[-0.70240028 -1.14917157 -1.63000206],[ 1.35937113 -1.07419635  0.9558444 ],[ 0.87148679  0.70767199 -1.23592372]
[-0.274987   -0.60118179  1.63181556],[-1.27262744  2.24314559  0.12123214],[-0.657703   -0.59479935 -0.26232044],[-0.92327989  0.55472051 -1.17677608],[ 0.5945775  -0.49262763 -0.17701309],[0.13379145 0.36655753 0.28346521],[-0.68198585 -1.28607001 -1.11633932],[ 1.42782804 -0.85568013  1.26770359],[ 1.6050069   0.68733284 -0.61949741]
[ 1.98988184 -0.37958437  0.67579394],[-1.66626884  1.67475151 -0.70405403],[-1.12831458  0.16354029  0.9076921 ],[-0.86155286  0.20690629 -0.82915866],[-0.35199955 -0.04077238 -0.01449191],[-0.11266503  0.16869012  0.25311359],[-0.25243896 -1.42709681 -1.0478895 ],[ 1.3161515  -0.51708713  1.5709871 ],[ 1.07519004  0.13973539 -0.84085706]
[-0.99233597 -1.18572299  0.5830142 ],[-1.15046969  1.2763504   0.25588541],[-0.46659975 -0.42865065  1.08705325],[-1.17352355  0.74241255 -1.06671258],[ 1.31791702 -1.07075135 -0.8265867 ],[0.96296926 1.60689134 1.5923741 ],[-0.29897326 -1.19513213 -1.04888743],[ 0.76718303 -0.46775874  0.72352638],[ 1.03567222  0.73116159 -1.26054146]
[-1.17687629  2.01723718 -0.58730911],[-1.43988223  0.28119454  2.40850509],[ 0.29016048 -0.37628953  0.31679052],[ 0.42308089 -0.52510966  0.52156143],[ 1.16888826 -1.0532644  -1.26183139],[0.50280819 0.63530242 0.60700295],[-0.63998674 -1.15057442 -1.09454961],[ 0.26707014 -0.13919973  0.14581184],[ 0.66494794  0.33359642 -1.11215108]
[-0.61202178 -0.77513858 -0.28067972],[-0.76455532  1.40938609  1.17567142],[-1.41356505 -0.05838567  0.12481404],[-0.53364601  0.1984145  -0.50441261],[ 0.49246977 -0.35392798 -0.34843101],[0.84474224 1.40963435 1.01482706],[-0.60337865 -2.01657268 -1.3361662 ],[ 1.4268157  -0.64001329  0.66011011],[ 1.19302142  0.81936917 -0.51500444]
